,route,time
1313,"{'TSF', 'OTP'}",120.0
1314,"{'TSF', 'SOF'}",100.0
1315,"{'TSF', 'TIA'}",90.0
1316,"{'TSF', 'VIE'}",75.0
1317,"{'TSF', 'VLC'}",130.0
1318,"{'TSR', 'BGY'}",105.0
1319,"{'TSR', 'BVA'}",145.0
1320,"{'TSR', 'OTP'}",60.0
1321,"{'TUF', 'STN'}",85.0
1322,"{'UFA', 'AER'}",205.0
1323,"{'UFA', 'DME'}",140.0
1324,"{'UFA', 'KJA'}",205.0
1325,"{'UFA', 'LED'}",167.5
1326,"{'UFA', 'SVO'}",141.25
1327,"{'UFA', 'VKO'}",130.0
1328,"{'ULV', 'LED'}",127.5
1329,"{'ULV', 'SVO'}",105.0
1330,"{'ULV', 'VKO'}",95.0
1331,"{'UME', 'ARN'}",65.0
1332,"{'UUA', 'VKO'}",110.0
1333,"{'VAA', 'HEL'}",60.0
1334,"{'CGN', 'VAR'}",165.0
1335,"{'VAR', 'HAM'}",160.0
1336,"{'VCE', 'AMS'}",112.5
1337,"{'VCE', 'BCN'}",117.5
1338,"{'VCE', 'BRI'}",80.0
1339,"{'VCE', 'CDG'}",110.0
1340,"{'VCE', 'CTA'}",108.33333333333333
1341,"{'VCE', 'EDI'}",165.0
1342,"{'VCE', 'FCO'}",75.0
1343,"{'VCE', 'FRA'}",90.0
1344,"{'VCE', 'LHR'}",140.0
1345,"{'VCE', 'LIS'}",190.0
1346,"{'VCE', 'MAD'}",165.0
1347,"{'VCE', 'MAN'}",145.0
1348,"{'VCE', 'MUC'}",65.0
1349,"{'VCE', 'NAP'}",75.0
1350,"{'VCE', 'ORY'}",110.0
1351,"{'VCE', 'PMO'}",95.0
1352,"{'VCE', 'SKP'}",100.0
1353,"{'VCE', 'STN'}",135.0
1354,"{'VCE', 'SUF'}",100.0
1355,"{'VGO', 'BCN'}",105.0
1356,"{'VGO', 'MAD'}",75.0
1357,"{'VIE', 'AGP'}",200.0
1358,"{'VIE', 'ATH'}",125.0
1359,"{'VIE', 'BCN'}",142.5
1360,"{'VIE', 'BGY'}",85.0
1361,"{'VIE', 'BRU'}",105.0
1362,"{'VIE', 'CDG'}",122.5
1363,"{'VIE', 'CLJ'}",80.0
1364,"{'VIE', 'FUE'}",285.0
1365,"{'VIE', 'GVA'}",95.0
1366,"{'VIE', 'HAM'}",95.0
1367,"{'VIE', 'HEL'}",147.5
1368,"{'VIE', 'KLU'}",45.0
1369,"{'VIE', 'LGW'}",142.5
1370,"{'VIE', 'LUX'}",110.0
1371,"{'VIE', 'MAD'}",190.0
1372,"{'VIE', 'MLA'}",140.0
1373,"{'VIE', 'MUC'}",62.5
1374,"{'VIE', 'MXP'}",85.0
1375,"{'VIE', 'OTP'}",100.0
1376,"{'VIE', 'SDR'}",160.0
1377,"{'VIE', 'STR'}",75.0
1378,"{'VIE', 'TLL'}",145.0
1379,"{'VIE', 'TOS'}",220.0
1380,"{'VIE', 'ZRH'}",81.66666666666667
1381,"{'VKO', 'GRV'}",195.0
1382,"{'KGD', 'VKO'}",115.0
1383,"{'VKO', 'KUF'}",112.5
1384,"{'VKO', 'LED'}",90.0
1385,"{'VKO', 'MMK'}",155.0
1386,"{'NBC', 'VKO'}",110.0
1387,"{'VLC', 'BLQ'}",120.0
1388,"{'VLC', 'BRU'}",142.5
1389,"{'VLC', 'MAD'}",62.5
1390,"{'VLC', 'OPO'}",95.0
1391,"{'VNO', 'AGP'}",265.0
1392,"{'VNO', 'BVA'}",160.0
1393,"{'VNO', 'HEL'}",105.0
1394,"{'VNO', 'MUC'}",125.0
1395,"{'VOG', 'LED'}",155.0
1396,"{'VOG', 'SVO'}",125.0
1397,"{'VOG', 'VKO'}",107.5
1398,"{'VOZ', 'LED'}",115.0
1399,"{'VRN', 'GDN'}",125.0
1400,"{'VRN', 'POZ'}",107.5
1401,"{'VRN', 'SUF'}",95.0
1402,"{'VSE', 'CAT'}",50.0
1403,"{'VSE', 'VRL'}",10.0
1404,"{'WAW', 'AMS'}",130.0
1405,"{'WAW', 'ATH'}",150.0
1406,"{'WAW', 'BCN'}",190.0
1407,"{'WAW', 'BGY'}",127.5
1408,"{'WAW', 'BRU'}",127.5
1409,"{'WAW', 'BUD'}",80.0
1410,"{'WAW', 'CDG'}",150.0
1411,"{'WAW', 'CLJ'}",90.0
1412,"{'WAW', 'FUE'}",330.0
1413,"{'WAW', 'GDN'}",57.5
1414,"{'WAW', 'GNB'}",140.0
1415,"{'WAW', 'GVA'}",140.0
1416,"{'WAW', 'HEL'}",105.0
1417,"{'WAW', 'KRK'}",57.5
1418,"{'WAW', 'KTW'}",50.0
1419,"{'WAW', 'LHR'}",170.0
1420,"{'WAW', 'LJU'}",95.0
1421,"{'WAW', 'LTN'}",155.0
1422,"{'WAW', 'MUC'}",105.0
1423,"{'WAW', 'OTP'}",110.0
1424,"{'WAW', 'PRG'}",80.0
1425,"{'WAW', 'TLL'}",97.5
1426,"{'WAW', 'VNO'}",67.5
1427,"{'WAW', 'VRN'}",120.0
1428,"{'WAW', 'WRO'}",56.666666666666664
1429,"{'WAW', 'ZRH'}",125.0
1430,"{'WMI', 'AGP'}",237.5
1431,"{'WMI', 'BCN'}",184.5
1432,"{'WMI', 'CIA'}",137.5
1433,"{'WMI', 'CRL'}",125.0
1434,"{'WRO', 'AGP'}",220.0
1435,"{'WRO', 'BHX'}",125.0
1436,"{'BVA', 'WRO'}",115.0
1437,"{'WRO', 'VLC'}",187.5
1438,"{'XRY', 'BCN'}",105.0
1439,"{'XRY', 'MAD'}",77.5
1440,"{'ZAG', 'AMS'}",130.0
1441,"{'ZAG', 'CRL'}",115.0
1442,"{'ZAG', 'HHN'}",95.0
1443,"{'ZAG', 'LHR'}",155.0
1444,"{'ZAG', 'MUC'}",70.0
1445,"{'ZAG', 'SJJ'}",50.0
1446,"{'ZAG', 'SPU'}",50.0
1447,"{'ZAG', 'VIE'}",50.0
1448,"{'ZAG', 'ZRH'}",90.0
1449,"{'ZAZ', 'BVA'}",105.0
1450,"{'ZRH', 'AGP'}",155.0
1451,"{'ZRH', 'ARN'}",145.0
1452,"{'ZRH', 'BCN'}",105.0
1453,"{'ZRH', 'BLQ'}",70.0
1454,"{'ZRH', 'BRU'}",72.5
1455,"{'ZRH', 'CDG'}",75.0
1456,"{'ZRH', 'EDI'}",135.0
1457,"{'ZRH', 'GOT'}",120.0
1458,"{'ZRH', 'GVA'}",55.0
1459,"{'ZRH', 'HAM'}",82.5
1460,"{'ZRH', 'HEL'}",170.0
1461,"{'ZRH', 'MAD'}",145.0
1462,"{'ZRH', 'MUC'}",55.0
1463,"{'ZRH', 'OPO'}",160.0
1464,"{'ZRH', 'OTP'}",150.0
1465,"{'ZRH', 'PRN'}",127.5
1466,"{'ZRH', 'RVN'}",205.0
1467,"{'ZRH', 'STR'}",45.0
1468,"{'ZTH', 'ATH'}",62.5
