,name,iata_code,iso_region,iso_country,coordinates
0,Bezmer Air Base,JAM,BG-28,BG,"26.3521995544, 42.4548988342"
1,PriÅ¡tina International Airport,PRN,XK-01,XK,"21.035801, 42.5728"
2,Antwerp International Airport (Deurne),ANR,BE-VAN,BE,"4.46027994156, 51.1893997192"
3,Brussels Airport,BRU,BE-BRU,BE,"4.48443984985, 50.901401519800004"
4,Brussels South Charleroi Airport,CRL,BE-WHT,BE,"4.45382, 50.459202"
5,Wevelgem Airport,KJK,BE-VWV,BE,"3.20472002029, 50.817199707"
6,LiÃ¨ge Airport,LGG,BE-WLG,BE,"5.443220138549805, 50.63740158081055"
7,Ostend-Bruges International Airport,OST,BE-VWV,BE,"2.8622200489, 51.198898315399994"
8,Altenburg-Nobitz Airport,AOC,DE-TH,DE,"12.506389, 50.981945"
9,Heringsdorf Airport,HDF,DE-MV,DE,"14.152299881, 53.8787002563"
10,"Magdeburg ""City"" Airport",ZMG,DE-ST,DE,"11.626389, 52.073612"
11,Neubrandenburg Airport,FNB,DE-MV,DE,"13.306, 53.6022"
12,Berlin-SchÃ¶nefeld Airport,SXF,DE-BR,DE,"13.5225, 52.380001"
13,Dresden Airport,DRS,DE-SN,DE,"13.767200469970703, 51.1328010559082"
14,Erfurt Airport,ERF,DE-TH,DE,"10.958100318908691, 50.979801177978516"
15,Frankfurt am Main Airport,FRA,DE-HE,DE,"8.570556, 50.033333"
16,MÃ¼nster OsnabrÃ¼ck Airport,FMO,DE-NW,DE,"7.68483018875, 52.134601593"
17,Hamburg Airport,HAM,DE-HH,DE,"9.9882297515869, 53.630401611328"
18,Cologne Bonn Airport,CGN,DE-NW,DE,"7.1427397728, 50.8658981323"
19,DÃ¼sseldorf Airport,DUS,DE-NW,DE,"6.76678, 51.289501"
20,Munich Airport,MUC,DE-BY,DE,"11.7861, 48.353802"
21,Nuremberg Airport,NUE,DE-BY,DE,"11.078056, 49.498699"
22,Leipzig/Halle Airport,LEJ,DE-SN,DE,"12.236389, 51.423889"
23,SaarbrÃ¼cken Airport,SCN,DE-SL,DE,"7.10950994492, 49.214599609400004"
24,Stuttgart Airport,STR,DE-BW,DE,"9.22196006775, 48.689899444599995"
25,Berlin-Tegel Airport,TXL,DE-BE,DE,"13.2877, 52.5597"
26,Hannover Airport,HAJ,DE-NI,DE,"9.685079574580001, 52.461101532"
27,Bremen Airport,BRE,DE-HB,DE,"8.78666973114, 53.0475006104"
28,Frankfurt-Hahn Airport,HHN,DE-RP,DE,"7.26389, 49.9487"
29,Mannheim-City Airport,MHG,DE-BW,DE,"8.514167, 49.473057"
30,Eisenach-Kindel Airport,EIB,DE-TH,DE,"10.47973, 50.991604"
31,Siegerland Airport,SGE,DE-NW,DE,"8.082969665527344, 50.707698822021484"
32,Hamburg-Finkenwerder Airport,XFW,DE-HH,DE,"9.835556030273438, 53.5352783203125"
33,Kiel-Holtenau Airport,KEL,DE-SH,DE,"10.145277976989746, 54.37944412231445"
34,LÃ¼beck Blankensee Airport,LBC,DE-SH,DE,"10.7192001343, 53.8054008484"
35,Memmingen Allgau Airport,FMM,DE-BY,DE,"10.2395000458, 47.988800048799995"
36,MÃ¶nchengladbach Airport,MGL,DE-NW,DE,"6.504444, 51.230278"
37,Paderborn Lippstadt Airport,PAD,DE-NW,DE,"8.616319656369999, 51.614101409899995"
38,Weeze Airport,NRN,DE-NW,DE,"6.14216995239, 51.6024017334"
39,Dortmund Airport,DTM,DE-NW,DE,"7.61223983765, 51.51829910279999"
40,Augsburg Airport,AGB,DE-BY,DE,"10.931667, 48.425278"
41,Oberpfaffenhofen Airport,OBF,DE-BY,DE,"11.2831, 48.081402"
42,Friedrichshafen Airport,FDH,DE-BW,DE,"9.51148986816, 47.671298980699994"
43,Schwerin Parchim Airport,SZW,DE-MV,DE,"11.7834, 53.426998"
44,Bayreuth Airport,BYU,DE-BY,DE,"11.64, 49.985001"
45,Hof-Plauen Airport,HOQ,DE-BY,DE,"11.856389045715332, 50.288612365722656"
46,Karlsruhe Baden-Baden Airport,FKB,DE-BW,DE,"8.08049964905, 48.7793998718"
47,Donaueschingen-Villingen Airport,ZQL,DE-BW,DE,"8.52222156525, 47.97333145139999"
48,Lahr Airport,LHA,DE-BW,DE,"7.82772016525, 48.3693008423"
49,Braunschweig-Wolfsburg Airport,BWE,DE-NI,DE,"10.5561, 52.319199"
50,Kassel-Calden Airport,KSF,DE-HE,DE,"9.384967, 51.417273"
51,Westerland Sylt Airport,GWT,DE-SH,DE,"8.34047031403, 54.9132003784"
52,KÃ¤rdla Airport,KDL,EE-39,EE,"22.830699920654297, 58.99079895019531"
53,Kuressaare Airport,URE,EE-74,EE,"22.50950050354004, 58.22990036010742"
54,PÃ¤rnu Airport,EPU,EE-67,EE,"24.47279930114746, 58.41899871826172"
55,Lennart Meri Tallinn Airport,TLL,EE-37,EE,"24.832799911499997, 59.41329956049999"
56,Tartu Airport,TAY,EE-7B,EE,"26.690399169900004, 58.3074989319"
57,Enontekio Airport,ENF,FI-LL,FI,"23.424299240112, 68.362602233887"
58,Halli Airport,KEV,FI-LS,FI,"24.786686, 61.856039"
59,Helsinki Malmi Airport,HEM,FI-ES,FI,"25.042800903320312, 60.254600524902344"
60,Helsinki Vantaa Airport,HEL,FI-ES,FI,"24.963300704956, 60.317199707031"
61,Kitee Airport,KTQ,FI-IS,FI,"30.073601, 62.1661"
62,Ivalo Airport,IVL,FI-LL,FI,"27.405300140381, 68.607299804688"
63,Joensuu Airport,JOE,FI-IS,FI,"29.607500076294, 62.662899017334"
64,Jyvaskyla Airport,JYV,FI-LS,FI,"25.678300857544, 62.399501800537"
65,Kauhava Airport,KAU,FI-LS,FI,"23.051399, 63.127102"
66,Kemi-Tornio Airport,KEM,FI-LL,FI,"24.582099914551, 65.778701782227"
67,Kajaani Airport,KAJ,FI-OL,FI,"27.692399978638, 64.285499572754"
68,Kauhajoki Airport,KHJ,FI-LS,FI,"22.3931007385, 62.4625015259"
69,Kokkola-Pietarsaari Airport,KOK,FI-LS,FI,"23.143100738525, 63.721199035645"
70,Kuusamo Airport,KAO,FI-OL,FI,"29.239400863647, 65.987602233887"
71,KittilÃ¤ Airport,KTT,FI-LL,FI,"24.846799850464, 67.700996398926"
72,Kuopio Airport,KUO,FI-IS,FI,"27.797800064087, 63.007099151611"
73,Lappeenranta Airport,LPP,FI-ES,FI,"28.144743, 61.044601"
74,Mariehamn Airport,MHQ,FI-AL,FI,"19.898199081421, 60.122200012207"
75,Mikkeli Airport,MIK,FI-IS,FI,"27.201799, 61.6866"
76,Oulu Airport,OUL,FI-OL,FI,"25.354600906372, 64.930099487305"
77,Pori Airport,POR,FI-LS,FI,"21.799999237061, 61.461700439453"
78,Rovaniemi Airport,RVN,FI-LL,FI,"25.830400466919, 66.564796447754"
79,Savonlinna Airport,SVL,FI-IS,FI,"28.945100784302, 61.943099975586"
80,SeinÃ¤joki Airport,SJY,FI-LS,FI,"22.8323, 62.692101"
81,Sodankyla Airport,SOT,FI-LL,FI,"26.6191005707, 67.3949966431"
82,Tampere-Pirkkala Airport,TMP,FI-LS,FI,"23.604400634766, 61.414100646973"
83,Turku Airport,TKU,FI-LS,FI,"22.262800216675, 60.514099121094"
84,Utti Air Base,UTI,FI-ES,FI,"26.938400268555, 60.89640045166"
85,Vaasa Airport,VAA,FI-LS,FI,"21.762199401855, 63.050701141357"
86,Varkaus Airport,VRK,FI-IS,FI,"27.868600845337, 62.171100616455"
87,Ylivieska Airfield,YLI,FI-OL,FI,"24.7252778, 64.0547222"
88,Belfast International Airport,BFS,GB-NIR,GB,"-6.2158298492399995, 54.6575012207"
89,St Angelo Airport,ENK,GB-NIR,GB,"-7.651669979095459, 54.39889907836914"
90,George Best Belfast City Airport,BHD,GB-NIR,GB,"-5.872499942779541, 54.618099212646484"
91,City of Derry Airport,LDY,GB-NIR,GB,"-7.161109924316406, 55.04280090332031"
92,Birmingham International Airport,BHX,GB-ENG,GB,"-1.74802994728, 52.453899383499994"
93,Coventry Airport,CVT,GB-ENG,GB,"-1.4797199964499999, 52.3697013855"
94,Gloucestershire Airport,GLO,GB-ENG,GB,"-2.167220115661621, 51.89419937133789"
95,Nottingham Airport,NQT,GB-ENG,GB,"-1.0791699886322021, 52.91999816894531"
96,Manchester Airport,MAN,GB-ENG,GB,"-2.2749500274658203, 53.35369873046875"
97,Robin Hood Doncaster Sheffield Airport,DSA,GB-ENG,GB,"-1.01065635681, 53.4805378105"
98,RNAS Yeovilton,YEO,GB-ENG,GB,"-2.638819932937622, 51.0093994140625"
99,Campbeltown Airport,CAL,GB-SCT,GB,"-5.686389923095703, 55.437198638916016"
100,Eday Airport,EOI,GB-SCT,GB,"-2.7722198963165283, 59.19060134887695"
101,Fair Isle Airport,FIE,GB-SCT,GB,"-1.628059983253479, 59.53580093383789"
102,Haverfordwest Airport,HAW,GB-WLS,GB,"-4.9611101150512695, 51.833099365234375"
103,Cardiff International Airport,CWL,GB-WLS,GB,"-3.343329906463623, 51.39670181274414"
104,Swansea Airport,SWS,GB-WLS,GB,"-4.0678300857543945, 51.60530090332031"
105,Bristol Airport,BRS,GB-ENG,GB,"-2.71909, 51.382702"
106,Liverpool John Lennon Airport,LPL,GB-ENG,GB,"-2.849720001220703, 53.33359909057617"
107,London Luton Airport,LTN,GB-ENG,GB,"-0.36833301186561584, 51.874698638916016"
108,Land's End Airport,LEQ,GB-ENG,GB,"-5.67056, 50.102798"
109,St. Mary's Airport,ISC,GB-ENG,GB,"-6.291669845581055, 49.913299560546875"
110,Bournemouth Airport,BOH,GB-ENG,GB,"-1.8424999713897705, 50.779998779296875"
111,Southampton Airport,SOU,GB-ENG,GB,"-1.3567999601364136, 50.95029830932617"
112,Newquay Cornwall Airport,NQY,GB-ENG,GB,"-4.995409965515137, 50.44060134887695"
113,Alderney Airport,ACI,GG-U-A,GG,"-2.21472, 49.706104"
114,Guernsey Airport,GCI,GG-U-A,GG,"-2.6019699573516846, 49.435001373291016"
115,Jersey Airport,JER,JE-U-A,JE,"-2.195509910583496, 49.20790100097656"
116,Shoreham Airport,ESH,GB-ENG,GB,"-0.297222, 50.835602"
117,London Biggin Hill Airport,BQH,GB-ENG,GB,"0.0324999988079, 51.33079910279999"
118,London Gatwick Airport,LGW,GB-ENG,GB,"-0.190278, 51.148102"
119,London City Airport,LCY,GB-ENG,GB,"0.055278, 51.505299"
120,Farnborough Airport,FAB,GB-ENG,GB,"-0.776332974434, 51.2757987976"
121,Blackbushe Airport,BBS,GB-ENG,GB,"-0.8475000262260437, 51.32389831542969"
122,London Heathrow Airport,LHR,GB-ENG,GB,"-0.461941, 51.4706"
123,Southend Airport,SEN,GB-ENG,GB,"0.6955559849739075, 51.5713996887207"
124,Lydd Airport,LYX,GB-ENG,GB,"0.9391670227050781, 50.95610046386719"
125,Carlisle Airport,CAX,GB-ENG,GB,"-2.8091700077056885, 54.9375"
126,Blackpool International Airport,BLK,GB-ENG,GB,"-3.0286099910736084, 53.77170181274414"
127,Humberside Airport,HUY,GB-ENG,GB,"-0.350832998752594, 53.57440185546875"
128,Barrow Walney Island Airport,BWF,GB-ENG,GB,"-3.2675, 54.1286111"
129,Leeds Bradford Airport,LBA,GB-ENG,GB,"-1.6605700254440308, 53.86589813232422"
130,Warton Aerodrome,WRT,GB-ENG,GB,"-2.88306, 53.745098"
131,Hawarden Airport,CEG,GB-WLS,GB,"-2.9777801036834717, 53.1781005859375"
132,Isle of Man Airport,IOM,IM-U-A,IM,"-4.623889923095703, 54.08330154418945"
133,Newcastle Airport,NCL,GB-ENG,GB,"-1.6916699409484863, 55.037498474121094"
134,Durham Tees Valley Airport,MME,GB-ENG,GB,"-1.4294099807739258, 54.50920104980469"
135,East Midlands Airport,EMA,GB-ENG,GB,"-1.32806003094, 52.8311004639"
136,Anglesey Airport,VLY,GB-WLS,GB,"-4.53533983231, 53.2481002808"
137,Kirkwall Airport,KOI,GB-SCT,GB,"-2.9049999713897705, 58.957801818847656"
138,Sumburgh Airport,LSI,GB-SCT,GB,"-1.2955600023269653, 59.87889862060547"
139,Wick Airport,WIC,GB-SCT,GB,"-3.09306001663208, 58.458900451660156"
140,Aberdeen Dyce Airport,ABZ,GB-SCT,GB,"-2.197779893875122, 57.201900482177734"
141,Inverness Airport,INV,GB-SCT,GB,"-4.047500133514404, 57.54249954223633"
142,Glasgow International Airport,GLA,GB-SCT,GB,"-4.43306, 55.871899"
143,Edinburgh Airport,EDI,GB-SCT,GB,"-3.372499942779541, 55.95000076293945"
144,Islay Airport,ILY,GB-SCT,GB,"-6.256669998168945, 55.68190002441406"
145,Glasgow Prestwick Airport,PIK,GB-SCT,GB,"-4.586669921875, 55.5093994140625"
146,Benbecula Airport,BEB,GB-SCT,GB,"-7.3627800941467285, 57.48109817504883"
147,Scatsta Airport,SCS,GB-SCT,GB,"-1.2961100339889526, 60.43280029296875"
148,Dundee Airport,DND,GB-SCT,GB,"-3.025830030441284, 56.45249938964844"
149,Stornoway Airport,SYY,GB-SCT,GB,"-6.331110000610352, 58.215599060058594"
150,Barra Airport,BRR,GB-SCT,GB,"-7.44306, 57.0228"
151,Tiree Airport,TRE,GB-SCT,GB,"-6.869170188903809, 56.49919891357422"
152,RAF Kinloss,FSS,GB-SCT,GB,"-3.56064009666, 57.6493988037"
153,RAF Leuchars,ADX,GB-SCT,GB,"-2.8684399127960205, 56.37289810180664"
154,RAF Lossiemouth,LMO,GB-SCT,GB,"-3.339169979095459, 57.7052001953125"
155,Cambridge Airport,CBG,GB-ENG,GB,"0.175, 52.205002"
156,Norwich International Airport,NWI,GB-ENG,GB,"1.28278005123, 52.6758003235"
157,London Stansted Airport,STN,GB-ENG,GB,"0.234999999404, 51.8849983215"
158,Exeter International Airport,EXT,GB-ENG,GB,"-3.4138898849487305, 50.73440170288086"
159,Oxford (Kidlington) Airport,OXF,GB-ENG,GB,"-1.32000005245, 51.8368988037"
160,RAF Benson,BEX,GB-ENG,GB,"-1.09582996368, 51.616401672399995"
161,RAF Lakenheath,LKZ,GB-ENG,GB,"0.56099998951, 52.409301757799994"
162,RAF Mildenhall,MHZ,GB-ENG,GB,"0.48640599846839905, 52.361900329589844"
163,RAF Wyton,QUY,GB-ENG,GB,"-0.107832998037, 52.3572006226"
164,RAF Fairford,FFD,GB-ENG,GB,"-1.7900300025900002, 51.6822013855"
165,RAF Brize Norton,BZZ,GB-ENG,GB,"-1.58362, 51.75"
166,RAF Odiham,ODH,GB-ENG,GB,"-0.94282501936, 51.2341003418"
167,RAF Northolt,NHT,GB-ENG,GB,"-0.418166995049, 51.553001403799996"
168,RAF Coningsby,QCY,GB-ENG,GB,"-0.166014000773, 53.0929985046"
169,RAF Honington,BEQ,GB-ENG,GB,"0.7729390263557434, 52.34260177612305"
170,RAF Scampton,SQZ,GB-ENG,GB,"-0.550832986832, 53.307800293"
171,RAF Linton-On-Ouse,HRT,GB-ENG,GB,"-1.2527500391, 54.0489006042"
172,RAF Waddington,WTN,GB-ENG,GB,"-0.523810982704, 53.1661987305"
173,RAF Marham,KNF,GB-ENG,GB,"0.550692, 52.648395"
174,Amsterdam Airport Schiphol,AMS,NL-NH,NL,"4.76389, 52.308601"
175,Maastricht Aachen Airport,MST,NL-LI,NL,"5.77014, 50.911701"
176,Eindhoven Airport,EIN,NL-NB,NL,"5.37452983856, 51.4500999451"
177,Eelde Airport,GRQ,NL-DR,NL,"6.57944011688, 53.1197013855"
178,Gilze Rijen Air Base,GLZ,NL-NB,NL,"4.931829929351807, 51.56740188598633"
179,De Kooy Airport,DHR,NL-NH,NL,"4.780620098114014, 52.92340087890625"
180,Lelystad Airport,LEY,NL-FL,NL,"5.52722, 52.4603"
181,Leeuwarden Air Base,LWR,NL-FR,NL,"5.760560035705566, 53.228599548339844"
182,Rotterdam The Hague Airport,RTM,NL-ZH,NL,"4.43722, 51.956902"
183,Twente Airport,ENS,NL-OV,NL,"6.889167, 52.275833"
184,Woensdrecht Air Base,WOE,NL-NB,NL,"4.34203, 51.4491"
185,Aarhus Airport,AAR,DK-82,DK,"10.619000434899998, 56.2999992371"
186,Billund Airport,BLL,DK-83,DK,"9.15178012848, 55.7402992249"
187,Copenhagen Kastrup Airport,CPH,DK-84,DK,"12.656000137329, 55.617900848389"
188,Esbjerg Airport,EBJ,DK-83,DK,"8.5534, 55.525902"
189,Karup Airport,KRP,DK-82,DK,"9.124629974365234, 56.29750061035156"
190,Lolland Falster Maribo Airport,MRW,DK-85,DK,"11.4401, 54.699299"
191,Odense Airport,ODE,DK-83,DK,"10.330900192260742, 55.47669982910156"
192,Copenhagen Roskilde Airport,RKE,DK-85,DK,"12.131400108337402, 55.585601806640625"
193,Bornholm Airport,RNN,DK-84,DK,"14.759599685668945, 55.06330108642578"
194,SÃ¸nderborg Airport,SGD,DK-83,DK,"9.791729927062988, 54.96440124511719"
195,Sindal Airport,CNL,DK-81,DK,"10.2294, 57.503502"
196,Skrydstrup Air Base,SKS,DK-83,DK,"9.26702, 55.221048"
197,Skive Airport,SQW,DK-82,DK,"9.172980308532715, 56.550201416015625"
198,Thisted Airport,TED,DK-81,DK,"8.705220222473145, 57.06880187988281"
199,Vagar Airport,FAE,FO-U-A,FO,"-7.277219772338867, 62.0635986328125"
200,Stauning Airport,STA,DK-82,DK,"8.353910446166992, 55.9901008605957"
201,Aalborg Airport,AAL,DK-81,DK,"9.84924316406, 57.0927589138"
202,Luxembourg-Findel International Airport,LUX,LU-L,LU,"6.2044444, 49.6233333"
203,Ãlesund Airport,AES,NO-15,NO,"6.119699954986572, 62.5625"
204,AndÃ¸ya Airport,ANX,NO-18,NO,"16.144199371338, 69.292503356934"
205,Alta Airport,ALF,NO-20,NO,"23.371700286865, 69.976097106934"
206,BrÃ¸nnÃ¸ysund Airport,BNN,NO-18,NO,"12.217499732971, 65.461097717285"
207,BodÃ¸ Airport,BOO,NO-18,NO,"14.365300178527832, 67.26920318603516"
208,Bergen Airport Flesland,BGO,NO-12,NO,"5.218140125, 60.29339981"
209,BÃ¥tsfjord Airport,BJF,NO-20,NO,"29.691400527954, 70.60050201416"
210,BerlevÃ¥g Airport,BVG,NO-20,NO,"29.034201, 70.871399"
211,Kristiansand Airport,KRS,NO-10,NO,"8.08537, 58.204201"
212,Bardufoss Airport,BDU,NO-19,NO,"18.540399551392, 69.055801391602"
213,"Harstad/Narvik Airport, Evenes",EVE,NO-18,NO,"16.678100585938, 68.491302490234"
214,Leirin Airport,VDB,NO-05,NO,"9.2880601882935, 61.015598297119"
215,FlorÃ¸ Airport,FRO,NO-14,NO,"5.0247201919556, 61.583599090576"
216,Oslo Gardermoen Airport,OSL,NO-02,NO,"11.100399971008, 60.193901062012"
217,Haugesund Airport,HAU,NO-11,NO,"5.2083601951599, 59.34529876709"
218,Hammerfest Airport,HFT,NO-20,NO,"23.668600082397, 70.679702758789"
219,Valan Airport,HVG,NO-20,NO,"25.983600616455, 71.009696960449"
220,Kristiansund Airport (Kvernberget),KSU,NO-15,NO,"7.824520111084, 63.111801147461"
221,Kirkenes Airport (HÃ¸ybuktmoen),KKN,NO-20,NO,"29.891300201416, 69.725799560547"
222,Leknes Airport,LKN,NO-18,NO,"13.609399795532, 68.152496337891"
223,Mehamn Airport,MEH,NO-20,NO,"27.826700210571, 71.02970123291"
224,Molde Airport,MOL,NO-15,NO,"7.2624998092651, 62.744701385498"
225,MosjÃ¸en Airport (KjÃ¦rstad),MJF,NO-18,NO,"13.214900016785, 65.783996582031"
226,Banak Airport,LKL,NO-20,NO,"24.973499298096, 70.068801879883"
227,Narvik Framnes Airport,NVK,NO-18,NO,"17.386699676514, 68.436897277832"
228,Notodden Airport,NTB,NO-08,NO,"9.21222, 59.565701"
229,Ãrland Airport,OLA,NO-16,NO,"9.604000091552734, 63.69889831542969"
230,"Ãrsta-Volda Airport, Hovden",HOV,NO-15,NO,"6.0741000175476, 62.180000305176"
231,"Mo i Rana Airport, RÃ¸ssvoll",MQN,NO-18,NO,"14.301400184631, 66.363899230957"
232,"RÃ¸rvik Airport, Ryum",RVK,NO-17,NO,"11.14610004425, 64.838302612305"
233,RÃ¸ros Airport,RRS,NO-16,NO,"11.342300415039, 62.578399658203"
234,"Moss Airport, Rygge",RYG,NO-01,NO,"10.785439, 59.378817"
235,"Svalbard Airport, Longyear",LYR,NO-21,NO,"15.465600013733, 78.246101379395"
236,SvolvÃ¦r Helle Airport,SVJ,NO-18,NO,"14.669199943542, 68.243301391602"
237,Stokmarknes Skagen Airport,SKN,NO-18,NO,"15.033416748047, 68.578826904297"
238,Skien Airport,SKE,NO-08,NO,"9.566940307617188, 59.185001373291016"
239,Stord Airport,SRP,NO-12,NO,"5.340849876403809, 59.791900634765625"
240,SÃ¸rkjosen Airport,SOJ,NO-19,NO,"20.959400177002, 69.786796569824"
241,"VardÃ¸ Airport, Svartnes",VAW,NO-20,NO,"31.044900894165, 70.355400085449"
242,SandnessjÃ¸en Airport (Stokka),SSJ,NO-18,NO,"12.468899726868, 65.956802368164"
243,TromsÃ¸ Airport,TOS,NO-19,NO,"18.918899536132812, 69.68329620361328"
244,"Sandefjord Airport, Torp",TRF,NO-07,NO,"10.258600235, 59.1866989136"
245,Trondheim Airport VÃ¦rnes,TRD,NO-17,NO,"10.9239998, 63.4578018"
246,VadsÃ¸ Airport,VDS,NO-20,NO,"29.844699859619, 70.065299987793"
247,Stavanger Airport Sola,SVG,NO-11,NO,"5.6377801895, 58.876701354"
248,BiaÅa Podlaska Airfield,BXP,PL-LU,PL,"23.1325278, 52.00078"
249,Bydgoszcz Ignacy Jan Paderewski Airport,BZG,PL-KP,PL,"17.9776992798, 53.096801757799994"
250,GdaÅsk Lech WaÅÄsa Airport,GDN,PL-PM,PL,"18.46619987487793, 54.377601623535156"
251,KrakÃ³w John Paul II International Airport,KRK,PL-MA,PL,"19.7848, 50.077702"
252,Katowice International Airport,KTW,PL-SL,PL,"19.08, 50.4743"
253,ÅÃ³dÅº WÅadysÅaw Reymont Airport,LCJ,PL-LD,PL,"19.3980998993, 51.721900939899996"
254,Modlin Airport,WMI,PL-MZ,PL,"20.6518, 52.451099"
255,Oksywie Military Air Base,QYD,PL-PM,PL,"18.51720047, 54.57970047"
256,PoznaÅ-Åawica Airport,POZ,PL-WP,PL,"16.8262996674, 52.421001434299995"
257,Radom Airport,RDO,PL-MZ,PL,"21.213300705, 51.3891983032"
258,RzeszÃ³w-Jasionka Airport,RZE,PL-PK,PL,"22.018999, 50.110001"
259,"Szczecin-GoleniÃ³w ""SolidarnoÅÄ"" Airport",SZZ,PL-ZP,PL,"14.902199745199999, 53.584701538100006"
260,Olsztyn-Mazury Airport,SZY,PL-WN,PL,"20.9377, 53.481899"
261,Warsaw Chopin Airport,WAW,PL-MZ,PL,"20.967100143399996, 52.1656990051"
262,Copernicus WrocÅaw Airport,WRO,PL-DS,PL,"16.885799408, 51.1026992798"
263,Zielona GÃ³ra-Babimost Airport,IEG,PL-LB,PL,"15.7986001968, 52.138500213600004"
264,Ronneby Airport,RNB,SE-K,SE,"15.265000343323, 56.266700744629"
265,Gothenburg-Landvetter Airport,GOT,SE-Q,SE,"12.279800415039, 57.662799835205"
266,JÃ¶nkÃ¶ping Airport,JKG,SE-F,SE,"14.068699836730957, 57.757598876953125"
267,Gothenburg City Airport,GSE,SE-Q,SE,"11.8704, 57.7747"
268,SkÃ¶vde Airport,KVB,SE-Q,SE,"13.972700119018555, 58.45640182495117"
269,TrollhÃ¤ttan-VÃ¤nersborg Airport,THN,SE-Q,SE,"12.345000267028809, 58.31809997558594"
270,Karlskoga Airport,KSK,SE-T,SE,"14.49590015411377, 59.34590148925781"
271,Mora Airport,MXX,SE-W,SE,"14.5114, 60.957901"
272,Stockholm Skavsta Airport,NYO,SE-D,SE,"16.912200927734375, 58.78860092163086"
273,Kristianstad Airport,KID,SE-M,SE,"14.08549976348877, 55.92169952392578"
274,Kalmar Airport,KLR,SE-H,SE,"16.287599563598633, 56.68550109863281"
275,MalmÃ¶ Sturup Airport,MMX,SE-M,SE,"13.376197814900001, 55.536305364"
276,Halmstad Airport,HAD,SE-N,SE,"12.820199966430664, 56.69110107421875"
277,VÃ¤xjÃ¶ Kronoberg Airport,VXO,SE-G,SE,"14.727999687194824, 56.929100036621094"
278,Sveg Airport,EVG,SE-Z,SE,"14.422900199890137, 62.04779815673828"
279,GÃ¤llivare Airport,GEV,SE-BD,SE,"20.814599990844727, 67.13240051269531"
280,Kramfors SollefteÃ¥ Airport,KRF,SE-Y,SE,"17.76889991760254, 63.04859924316406"
281,Lycksele Airport,LYC,SE-AC,SE,"18.71619987487793, 64.54830169677734"
282,Sundsvall-HÃ¤rnÃ¶sand Airport,SDL,SE-Y,SE,"17.443899154663086, 62.528099060058594"
283,ÃrnskÃ¶ldsvik Airport,OER,SE-Y,SE,"18.989999771118164, 63.40829849243164"
284,Kiruna Airport,KRN,SE-BD,SE,"20.336799621582, 67.821998596191"
285,SkellefteÃ¥ Airport,SFT,SE-AC,SE,"21.076900482177734, 64.62480163574219"
286,UmeÃ¥ Airport,UME,SE-AC,SE,"20.282800674438, 63.791801452637"
287,Vilhelmina Airport,VHM,SE-AC,SE,"16.833599090576172, 64.5791015625"
288,Arvidsjaur Airport,AJR,SE-BD,SE,"19.28190040588379, 65.59030151367188"
289,SÃ¶derhamn Airport,SOO,SE-X,SE,"17.09910011291504, 61.26150131225586"
290,Ãre Ãstersund Airport,OSD,SE-Z,SE,"14.50030040741, 63.194400787354"
291,Ãrebro Airport,ORB,SE-T,SE,"15.038000106811523, 59.22370147705078"
292,Hagfors Airport,HFS,SE-S,SE,"13.578900337219238, 60.02009963989258"
293,Karlstad Airport,KSD,SE-S,SE,"13.337400436400001, 59.444698333699996"
294,Stockholm VÃ¤sterÃ¥s Airport,VST,SE-U,SE,"16.63360023498535, 59.58940124511719"
295,LuleÃ¥ Airport,LLA,SE-BD,SE,"22.121999740601, 65.543800354004"
296,Stockholm-Arlanda Airport,ARN,SE-AB,SE,"17.918600082397, 59.651901245117"
297,Stockholm-Bromma Airport,BMA,SE-AB,SE,"17.941699981689453, 59.354400634765625"
298,Borlange Airport,BLE,SE-W,SE,"15.515199661254883, 60.422000885009766"
299,GÃ¤vle Sandviken Airport,GVX,SE-X,SE,"16.951400756835938, 60.593299865722656"
300,LinkÃ¶ping City Airport,LPI,SE-E,SE,"15.680500030500001, 58.4062004089"
301,NorrkÃ¶ping Airport,NRK,SE-E,SE,"16.250600814819336, 58.586299896240234"
302,Torsby Airport,TYF,SE-S,SE,"12.991299629199998, 60.1576004028"
303,Eskilstuna Airport,EKT,SE-D,SE,"16.70840072631836, 59.35110092163086"
304,Visby Airport,VBY,SE-I,SE,"18.346200942993, 57.662799835205"
305,Ãngelholm-Helsingborg Airport,AGH,SE-M,SE,"12.847100257873535, 56.29610061645508"
306,Storuman Airport,SQO,SE-AC,SE,"17.69659996032715, 64.96089935302734"
