departure city,arrival city
Bistrica ob Sotli,Vienna
Bistrica ob Sotli,Zürich
Zaragoza,Amiens
Zürich,Málaga
Zürich,Stockholm
Zürich,Barcelona
Zürich,Bologna
Zürich,Brussels
Zürich,Paris
Zürich,Dunfermline
Zürich,Gothenburg
Zürich,Geneva
Zürich,Hamburg
Zürich,Helsinki
Zürich,Madrid
Zürich,Munich
Zürich,Porto
Zürich,Bucharest
Zürich,Pristina
Zürich,Rovaniemi
Zürich,Stuttgart
Alykés,Athens
