,route,time,departure airport,arrival airport,departure city,arrival city,transit_distance [m],transit_time [s]
869,"{'MAN', 'BUD'}",162.5,MAN,BUD,Manchester,Budapest,2245826,79620
870,"{'MAN', 'CDG'}",87.5,MAN,CDG,Manchester,Paris,798468,21720
871,"{'MAN', 'CGN'}",97.5,MAN,CGN,Manchester,Cologne,895354,24000
872,"{'MAN', 'CIA'}",167.5,MAN,CIA,Manchester,Rome,2206672,83700
873,"{'MAN', 'CMF'}",125.0,MAN,CMF,Manchester,Annecy,1369906,34800
874,"{'MAN', 'CPH'}",115.0,MAN,CPH,Manchester,Copenhagen,1840147,66300
876,"{'MAN', 'FRA'}",100.0,MAN,FRA,Manchester,Frankfurt,1075188,29100
877,"{'MAN', 'GNB'}",115.0,MAN,GNB,Manchester,Grenoble,1342720,32640
878,"{'MAN', 'GVA'}",116.66666666666669,MAN,GVA,Manchester,Geneva,1326666,32040
879,"{'MAN', 'HEL'}",172.5,MAN,HEL,Manchester,Helsinki,2992550,152880
880,"{'MAN', 'KRK'}",150.0,MAN,KRK,Manchester,Kraków,2608241,98280
881,"{'MAN', 'LHR'}",62.5,MAN,LHR,Manchester,London,295185,9240
883,"{'MAN', 'MAD'}",155.0,MAN,MAD,Manchester,Madrid,2239446,93600
884,"{'MAN', 'MUC'}",125.0,MAN,MUC,Manchester,Munich,1494806,38700
885,"{'MAN', 'POZ'}",130.0,MAN,POZ,Manchester,Poznań,1755008,70860
886,"{'MAN', 'PRG'}",135.0,MAN,PRG,Manchester,Prague,1788926,73740
887,"{'MAN', 'RMU'}",170.0,MAN,RMU,Manchester,Murcia,2663572,97800
888,"{'MAN', 'RZE'}",170.0,MAN,RZE,Manchester,Rzeszów,2764425,97020
890,"{'MAN', 'SVQ'}",170.0,MAN,SVQ,Manchester,Sevilla,2648537,99720
891,"{'MAN', 'SZG'}",135.0,MAN,SZG,Manchester,Salzburg,1642387,47220
892,"{'MAN', 'VCE'}",145.0,MAN,VCE,Manchester,Venice,2268431,79140
893,"{'MAN', 'VRN'}",145.0,MAN,VRN,Manchester,Verona,1808491,80580
894,"{'MAN', 'WRO'}",137.5,MAN,WRO,Manchester,Wrocław,1842891,82740
895,"{'MCX', 'DME'}",185.0,MCX,DME,Makhachkala,Moscow,2983736,158820
898,"{'MCX', 'LED'}",200.0,MCX,LED,Makhachkala,Saint Petersburg,3542665,158820
899,"{'MCX', 'SVO'}",195.0,MCX,SVO,Makhachkala,Moscow,2983736,158820
902,"{'MCX', 'VKO'}",167.5,MCX,VKO,Makhachkala,Moscow,2983736,158820
909,"{'MMX', 'ARN'}",70.0,MMX,ARN,Malmö,Stockholm,596275,16020
911,"{'MMX', 'BMA'}",80.0,MMX,BMA,Malmö,Stockholm,596275,16020
913,"{'MPL', 'AMS'}",125.0,MPL,AMS,Montpellier,Amsterdam,1461548,31920
914,"{'MPL', 'CDG'}",87.5,MPL,CDG,Montpellier,Paris,756953,18480
915,"{'MRS', 'AGP'}",120.0,MRS,AGP,Marseille,Málaga,1639610,44580
917,"{'MRS', 'ALC'}",95.0,MRS,ALC,Marseille,Alicante,1068436,44880
919,"{'MRS', 'BUD'}",120.0,MRS,BUD,Marseille,Budapest,1870180,81158
920,"{'MRS', 'CDG'}",95.0,MRS,CDG,Marseille,Paris,749108,14438
922,"{'MRS', 'CRL'}",105.0,MRS,CRL,Marseille,Brussels,1108058,21938
923,"{'MRS', 'LIS'}",140.0,MRS,LIS,Marseille,Lisbon,2388881,100080
924,"{'MRS', 'LYS'}",65.0,MRS,LYS,Marseille,Lyon,322010,6998
925,"{'MRS', 'MAD'}",107.5,MRS,MAD,Marseille,Madrid,1135327,30780
926,"{'MRS', 'NTE'}",90.0,MRS,NTE,Marseille,Nantes,1140811,27938
927,"{'MRS', 'ORY'}",82.5,MRS,ORY,Marseille,Paris,749108,14438
931,"{'MRV', 'CEE'}",210.0,MRV,CEE,Pyatigorsk,Cherepovets,3860042,123840
933,"{'MRV', 'DME'}",195.0,MRV,DME,Pyatigorsk,Moscow,2281166,99960
938,"{'MRV', 'LED'}",180.0,MRV,LED,Pyatigorsk,Saint Petersburg,2924181,118080
939,"{'MRV', 'MQF'}",160.0,MRV,MQF,Pyatigorsk,Magnitogorsk,4724658,195120
940,"{'MRV', 'NBC'}",170.0,MRV,NBC,Pyatigorsk,Naberezhnyye Chelny,3837118,231420
942,"{'MRV', 'SVO'}",197.5,MRV,SVO,Pyatigorsk,Moscow,2281166,99960
946,"{'MRV', 'VKO'}",142.5,MRV,VKO,Pyatigorsk,Moscow,2281166,99960
949,"{'MRV', 'VOG'}",130.0,MRV,VOG,Pyatigorsk,Volgograd,1559805,57060
955,"{'MUC', 'AGP'}",180.0,MUC,AGP,Munich,Málaga,2825646,95160
957,"{'ARN', 'MUC'}",135.0,ARN,MUC,Stockholm,Munich,1927103,79680
959,"{'MUC', 'BHX'}",115.0,MUC,BHX,Munich,Birmingham,1434548,44400
960,"{'MUC', 'BLQ'}",67.5,MUC,BLQ,Munich,Bologna,553588,24300
961,"{'MUC', 'BRU'}",77.5,MUC,BRU,Munich,Brussels,875178,26820
962,"{'DRS', 'MUC'}",55.0,DRS,MUC,Dresden,Munich,629737,17640
963,"{'MUC', 'FMO'}",65.0,MUC,FMO,Munich,Münster,721111,21840
964,"{'MUC', 'GRZ'}",50.0,MUC,GRZ,Munich,Graz,440015,21480
965,"{'MUC', 'HAM'}",77.5,MUC,HAM,Munich,Hamburg,811794,22620
966,"{'MUC', 'LGW'}",110.0,MUC,LGW,Munich,London,1252257,38400
967,"{'MUC', 'PRN'}",120.0,MUC,PRN,Munich,Pristina,1262074,97529
969,"{'MUC', 'STR'}",50.0,MUC,STR,Munich,Stuttgart,293719,7140
970,"{'MUC', 'VLC'}",145.0,MUC,VLC,Munich,Valencia,2679696,92820
972,"{'MXP', 'AMS'}",117.5,MXP,AMS,Novara,Amsterdam,1154406,51060
973,"{'MXP', 'ATH'}",147.5,MXP,ATH,Novara,Athens,2567334,154560
976,"{'MXP', 'CAG'}",90.0,MXP,CAG,Novara,Cagliari,1083686,68100
977,"{'MXP', 'CDG'}",90.0,MXP,CDG,Novara,Paris,889245,34380
979,"{'MXP', 'CTA'}",117.5,MXP,CTA,Novara,Catania,1308770,53767
980,"{'MXP', 'HEL'}",185.0,MXP,HEL,Novara,Helsinki,2845508,158700
981,"{'MXP', 'LGW'}",116.25,MXP,LGW,Novara,London,1399143,49560
983,"{'MXP', 'MUC'}",70.0,MXP,MUC,Novara,Munich,629118,29400
985,"{'MXP', 'ORY'}",95.0,MXP,ORY,Novara,Paris,889245,34380
987,"{'MXP', 'PRN'}",130.0,MXP,PRN,Novara,Pristina,1467826,142409
988,"{'MXP', 'RZE'}",127.5,MXP,RZE,Novara,Rzeszów,1716879,83640
989,"{'MXP', 'SUF'}",110.0,MXP,SUF,Novara,Cosenza,1111451,36455
991,"{'MXP', 'VIE'}",90.0,MXP,VIE,Novara,Vienna,957074,40800
992,"{'MXP', 'VNO'}",165.0,MXP,VNO,Novara,Vilnius,2463405,117163
993,"{'MXP', 'ZRH'}",57.5,MXP,ZRH,Novara,Zürich,303607,20220
994,"{'NAP', 'BCN'}",117.5,NAP,BCN,Naples,Barcelona,1866650,107849
995,"{'NAP', 'BGY'}",85.0,NAP,BGY,Naples,Monza,766688,18209
996,"{'NAP', 'CRL'}",137.5,NAP,CRL,Naples,Brussels,1912613,81509
997,"{'NAP', 'CTA'}",65.0,NAP,CTA,Naples,Catania,518405,28493
998,"{'NAP', 'FCO'}",55.0,NAP,FCO,Naples,Rome,222650,4649
999,"{'NAP', 'KRK'}",120.0,NAP,KRK,Naples,Kraków,1841846,73829
1000,"{'NAP', 'LIN'}",77.5,NAP,LIN,Naples,Milan,754836,16229
1001,"{'NAP', 'MXP'}",92.5,NAP,MXP,Naples,Novara,804622,19589
1003,"{'NAP', 'PMO'}",60.0,NAP,PMO,Naples,Palermo,639929,33709
1005,"{'NAP', 'STN'}",175.0,NAP,STN,Naples,London,2101498,89129
1006,"{'NAP', 'TRS'}",75.0,NAP,TRS,Naples,Trieste,784624,26189
1007,"{'NAP', 'VCE'}",80.0,NAP,VCE,Naples,Venice,741926,19289
1008,"{'NAP', 'VIE'}",105.0,NAP,VIE,Naples,Vienna,1269565,47189
1009,"{'NAP', 'VLC'}",125.0,NAP,VLC,Naples,Valencia,2213331,121769
1010,"{'NBC', 'LED'}",145.0,NBC,LED,Naberezhnyye Chelny,Saint Petersburg,2934329,100860
1013,"{'NCE', 'CDG'}",96.66666666666669,NCE,CDG,Nice,Paris,971158,20760
1014,"{'NCE', 'MAD'}",120.0,NCE,MAD,Nice,Madrid,1377085,75780
1015,"{'NCE', 'ZRH'}",72.5,NCE,ZRH,Nice,Zürich,533574,35220
1016,"{'NCL', 'AGP'}",190.0,NCL,AGP,Gateshead,Málaga,3192266,103440
1017,"{'NCL', 'ALC'}",177.5,NCL,ALC,Gateshead,Alicante,2766168,113760
1020,"{'NQY', 'LGW'}",80.0,NQY,LGW,Camborne,London,474557,19080
1021,"{'NRN', 'AGP'}",182.5,NRN,AGP,Mönchengladbach,Málaga,2449472,100200
1022,"{'NRN', 'SKG'}",170.0,NRN,SKG,Mönchengladbach,Thessaloníki,3112303,180880
1024,"{'NTE', 'AMS'}",92.5,NTE,AMS,Nantes,Amsterdam,935791,24420
1025,"{'NTE', 'GVA'}",82.5,NTE,GVA,Nantes,Geneva,927069,23040
1027,"{'NTE', 'MRS'}",90.0,NTE,MRS,Nantes,Marseille,1153152,25888
1028,"{'NUE', 'SKG'}",145.0,NUE,SKG,Nuremberg,Thessaloníki,2594202,154780
1029,"{'NYO', 'OTP'}",175.0,NYO,OTP,Nyköping,Bucharest,3259047,162000
1030,"{'OGZ', 'VKO'}",175.0,OGZ,VKO,Vladikavkaz,Moscow,2545137,132300
1031,"{'OHD', 'ZRH'}",125.0,OHD,ZRH,Ohrid,Zürich,1717488,142783
1032,"{'OMR', 'OTP'}",82.5,OMR,OTP,Oradea,Bucharest,899933,67740
1033,"{'MAD', 'OPO'}",80.0,MAD,OPO,Madrid,Porto,902931,28080
1035,"{'ORY', 'AGP'}",150.0,ORY,AGP,Paris,Málaga,2199362,49980
1037,"{'ORY', 'BCN'}",100.0,ORY,BCN,Paris,Barcelona,1088908,24540
1040,"{'ORY', 'LDE'}",85.0,ORY,LDE,Paris,Pau,799952,17688
1041,"{'ORY', 'LGW'}",72.5,ORY,LGW,Paris,London,503996,9960
1042,"{'ORY', 'MAD'}",125.0,ORY,MAD,Paris,Madrid,1695079,36180
1043,"{'ORY', 'MPL'}",85.0,ORY,MPL,Paris,Montpellier,736352,12540
1044,"{'ORY', 'MXP'}",85.0,ORY,MXP,Paris,Novara,812495,29640
1045,"{'ORY', 'NCE'}",87.5,ORY,NCE,Paris,Nice,971158,20700
1046,"{'ORY', 'OPO'}",135.0,ORY,OPO,Paris,Porto,2612422,92280
1047,"{'ORY', 'SOU'}",90.0,ORY,SOU,Paris,Portsmouth,627645,17400
1048,"{'ORY', 'TLS'}",75.0,ORY,TLS,Paris,Toulouse,823567,17640
1049,"{'ORY', 'VLC'}",116.66666666666669,ORY,VLC,Paris,Valencia,1435589,41100
1050,"{'OSL', 'AGP'}",250.0,OSL,AGP,Oslo,Málaga,4777207,262680
1052,"{'OSL', 'AMS'}",115.0,OSL,AMS,Oslo,Amsterdam,1746745,86160
1053,"{'OSL', 'ARN'}",72.5,OSL,ARN,Oslo,Stockholm,566262,19260
1054,"{'OSL', 'BGO'}",56.25,OSL,BGO,Oslo,Bergen,482204,25380
1055,"{'OSL', 'CDG'}",150.0,OSL,CDG,Oslo,Paris,2439100,94740
1056,"{'OSL', 'GOT'}",55.0,OSL,GOT,Oslo,Gothenburg,394048,12660
1057,"{'OSL', 'HEL'}",125.0,OSL,HEL,Oslo,Helsinki,1527982,148380
1058,"{'OSL', 'SVG'}",60.0,OSL,SVG,Oslo,Sandnes,570308,29220
1059,"{'OSL', 'TOS'}",117.5,OSL,TOS,Oslo,Tromsø,2259408,113091
1060,"{'OSL', 'ZRH'}",150.0,OSL,ZRH,Oslo,Zürich,2192919,92760
1061,"{'OSW', 'SVO'}",160.0,OSW,SVO,Orsk,Moscow,2543466,117900
1062,"{'BLL', 'OTP'}",160.0,BLL,OTP,Kolding,Bucharest,2229830,140820
1063,"{'BLQ', 'OTP'}",125.0,BLQ,OTP,Bologna,Bucharest,2015938,102000
1064,"{'CIA', 'OTP'}",120.0,CIA,OTP,Rome,Bucharest,2347313,136560
1066,"{'LGW', 'OTP'}",190.0,LGW,OTP,London,Bucharest,3062127,145260
1071,"{'OVD', 'BCN'}",85.0,OVD,BCN,Gijón,Barcelona,1155749,25500
1072,"{'OVD', 'MAD'}",75.0,OVD,MAD,Gijón,Madrid,522408,14280
1073,"{'OVD', 'NRN'}",132.5,OVD,NRN,Gijón,Mönchengladbach,2061790,92460
1075,"{'PEE', 'LED'}",146.25,PEE,LED,Perm,Saint Petersburg,2485845,90900
1080,"{'PES', 'VKO'}",95.0,PES,VKO,Petrozavodsk,Moscow,1816404,58200
1081,"{'PMF', 'CAG'}",80.0,PMF,CAG,Parma,Cagliari,914342,66780
1082,"{'PMO', 'BCN'}",115.0,PMO,BCN,Palermo,Barcelona,2260410,124020
1083,"{'PMO', 'BGY'}",100.0,PMO,BGY,Palermo,Monza,1407026,70220
1084,"{'PMO', 'BLQ'}",90.0,PMO,BLQ,Palermo,Bologna,1167056,46220
1085,"{'PMO', 'FCO'}",75.0,PMO,FCO,Palermo,Rome,841446,36740
1086,"{'PMO', 'FMM'}",117.5,PMO,FMM,Palermo,Ulm,2018676,89300
1087,"{'PMO', 'LIN'}",95.0,PMO,LIN,Palermo,Milan,1392426,51440
1088,"{'PMO', 'MAD'}",160.0,PMO,MAD,Palermo,Madrid,2885161,163680
1089,"{'PMO', 'MXP'}",105.0,PMO,MXP,Palermo,Novara,1442212,74480
1090,"{'PMO', 'NAP'}",60.0,PMO,NAP,Palermo,Naples,639921,33162
1091,"{'PMO', 'NUE'}",127.5,PMO,NUE,Palermo,Nuremberg,2070700,87020
1092,"{'PMO', 'PSA'}",80.0,PMO,PSA,Palermo,Livorno,1178675,53780
1093,"{'PMO', 'STN'}",190.0,PMO,STN,Palermo,London,2450812,118680
1094,"{'PMO', 'TRN'}",100.0,PMO,TRN,Palermo,Turin,1536046,79103
1095,"{'PMO', 'VCE'}",95.0,PMO,VCE,Palermo,Venice,1366403,72740
1097,"{'PMO', 'VRN'}",92.5,PMO,VRN,Palermo,Verona,1410027,74240
1098,"{'PNA', 'MAD'}",65.0,PNA,MAD,Pamplona,Madrid,483390,12600
1099,"{'PRG', 'AGP'}",200.0,PRG,AGP,Prague,Málaga,3271640,128820
1100,"{'PRG', 'BCN'}",147.5,PRG,BCN,Prague,Barcelona,2134841,79380
1101,"{'PRG', 'BGY'}",80.0,PRG,BGY,Prague,Monza,1032520,72480
1102,"{'PRG', 'CDG'}",105.0,PRG,CDG,Prague,Paris,1340395,45480
1103,"{'PRG', 'GVA'}",90.0,PRG,GVA,Prague,Geneva,1039456,52500
1104,"{'PRG', 'HEL'}",135.0,PRG,HEL,Prague,Helsinki,2329060,147720
1105,"{'PRG', 'MAD'}",185.0,PRG,MAD,Prague,Madrid,2727677,116400
1106,"{'PRN', 'HAM'}",158.75,PRN,HAM,Pristina,Hamburg,2369753,145738
1107,"{'PRN', 'STR'}",125.0,PRN,STR,Pristina,Stuttgart,1830172,121678
1108,"{'PSA', 'CRL'}",105.0,PSA,CRL,Livorno,Brussels,1558001,77940
1112,"{'BGY', 'PSR'}",75.0,BGY,PSR,Monza,Pescara,574397,17580
1113,"{'REN', 'LED'}",172.5,REN,LED,Orenburg,Saint Petersburg,2550610,113400
1114,"{'REN', 'SVO'}",141.66666666666666,REN,SVO,Orenburg,Moscow,1907595,94560
1115,"{'RIX', 'AMS'}",145.0,RIX,AMS,Riga,Amsterdam,1891221,106463
1117,"{'RIX', 'BRS'}",180.0,RIX,BRS,Riga,Bristol,2519928,190763
1119,"{'RIX', 'GVA'}",165.0,RIX,GVA,Riga,Geneva,2344453,119963
1121,"{'RIX', 'LIS'}",270.0,RIX,LIS,Riga,Lisbon,4602317,221760
1122,"{'RIX', 'PLQ'}",39.0,RIX,PLQ,Riga,Klaipėda,401758,26783
1123,"{'RIX', 'STN'}",175.0,RIX,STN,Riga,London,2954967,184523
1124,"{'RIX', 'SZG'}",132.5,RIX,SZG,Riga,Salzburg,1740945,132272
1125,"{'RIX', 'TLL'}",50.0,RIX,TLL,Riga,Tallinn,440569,36360
1126,"{'RIX', 'VIE'}",127.5,RIX,VIE,Riga,Vienna,1567078,100078
1129,"{'RTM', 'AGP'}",172.5,RTM,AGP,Rotterdam,Málaga,2691810,95880
1131,"{'RTM', 'SZG'}",90.0,RTM,SZG,Rotterdam,Salzburg,1006432,35040
1132,"{'SBZ', 'LTN'}",182.5,SBZ,LTN,Sibiu,London,2402601,103920
1133,"{'SBZ', 'MUC'}",102.5,SBZ,MUC,Sibiu,Munich,1314454,66420
1135,"{'SCQ', 'MAD'}",72.5,SCQ,MAD,Santiago de Compostela,Madrid,633336,12120
1136,"{'SCQ', 'VLC'}",92.5,SCQ,VLC,Santiago de Compostela,Valencia,1031875,22260
1138,"{'SCW', 'LED'}",115.0,SCW,LED,Syktyvkar,Saint Petersburg,3224544,181080
1144,"{'SEN', 'GVA'}",95.0,SEN,GVA,Basildon,Geneva,1072772,27660
1147,"{'STR', 'SKG'}",135.0,STR,SKG,Stuttgart,Thessaloníki,2689825,163000
1149,"{'SKP', 'BEG'}",70.0,SKP,BEG,Skopje,Belgrade,366459,29701
1150,"{'SKP', 'BTS'}",92.5,SKP,BTS,Skopje,Bratislava,952595,76201
1151,"{'SKP', 'CGN'}",157.5,SKP,CGN,Skopje,Cologne,1884401,123481
1152,"{'SKP', 'CPH'}",175.0,SKP,CPH,Skopje,Copenhagen,2613540,146941
1153,"{'SKP', 'EIN'}",155.0,SKP,EIN,Skopje,Eindhoven,2082146,132961
1154,"{'SKP', 'FCO'}",105.0,SKP,FCO,Skopje,Rome,1737463,129301
1155,"{'SKP', 'FKB'}",135.0,SKP,FKB,Skopje,Karlsruhe,1851824,104129
1156,"{'SKP', 'FRA'}",145.0,SKP,FRA,Skopje,Frankfurt,1936144,107701
1157,"{'SKP', 'NYO'}",185.0,SKP,NYO,Skopje,Nyköping,3134842,167341
1158,"{'SKP', 'ZAG'}",85.0,SKP,ZAG,Skopje,Bistrica ob Sotli,808694,118621
1159,"{'SKP', 'ZRH'}",130.0,SKP,ZRH,Skopje,Zürich,1580740,131701
1160,"{'SOF', 'ALC'}",202.5,SOF,ALC,Sofia,Alicante,3568395,222000
1161,"{'SOF', 'ATH'}",80.0,SOF,ATH,Sofia,Athens,758689,37440
1162,"{'SOF', 'BCN'}",175.0,SOF,BCN,Sofia,Barcelona,3031957,196260
1163,"{'SOF', 'BGY'}",120.0,SOF,BGY,Sofia,Monza,1815248,117060
1164,"{'SOF', 'BRS'}",200.0,SOF,BRS,Sofia,Bristol,2625475,133920
1165,"{'SOF', 'CPH'}",185.0,SOF,CPH,Sofia,Copenhagen,2241343,152100
1166,"{'SOF', 'CRL'}",165.0,SOF,CRL,Sofia,Brussels,2041486,113640
1168,"{'SOF', 'EIN'}",155.0,SOF,EIN,Sofia,Eindhoven,1967293,114060
1169,"{'SOF', 'FKB'}",135.0,SOF,FKB,Sofia,Karlsruhe,1783512,104700
1170,"{'SOF', 'FMM'}",122.5,SOF,FMM,Sofia,Ulm,2238433,132240
1171,"{'SOF', 'LGW'}",195.0,SOF,LGW,Sofia,London,2422443,125220
1174,"{'SOF', 'LTN'}",200.0,SOF,LTN,Sofia,London,2422443,125220
1177,"{'SOF', 'MAD'}",220.0,SOF,MAD,Sofia,Madrid,3638128,207900
1178,"{'SOF', 'MUC'}",120.0,SOF,MUC,Sofia,Munich,2092254,127140
1181,"{'SOF', 'STN'}",200.0,SOF,STN,Sofia,London,2422443,125220
1184,"{'SOF', 'TSF'}",110.0,SOF,TSF,Sofia,Venice,1780334,116700
1185,"{'SOF', 'VAR'}",50.0,SOF,VAR,Sofia,Varna,540979,31325
1186,"{'SOF', 'VIE'}",95.0,SOF,VIE,Sofia,Vienna,1277207,94920
1189,"{'STN', 'AGP'}",175.0,STN,AGP,London,Málaga,2735959,93240
1194,"{'STN', 'AMS'}",70.0,STN,AMS,London,Amsterdam,594347,14160
1197,"{'STN', 'ARN'}",147.5,STN,ARN,London,Stockholm,2172542,78780
1199,"{'STN', 'ATH'}",215.0,STN,ATH,London,Athens,4407400,232860
1201,"{'STN', 'BCN'}",137.5,STN,BCN,London,Barcelona,1598793,38700
1205,"{'STN', 'BFS'}",80.0,STN,BFS,London,Belfast,723348,51140
1207,"{'STN', 'BGY'}",120.0,STN,BGY,London,Monza,1359814,44760
1208,"{'STN', 'BLL'}",95.0,STN,BLL,London,Kolding,1447415,52860
1210,"{'STN', 'BLQ'}",125.0,STN,BLQ,London,Bologna,2057008,70860
1212,"{'STN', 'BOD'}",102.5,STN,BOD,London,Bordeaux,1064308,22560
1213,"{'STN', 'BTS'}",135.0,STN,BTS,London,Bratislava,1623451,57605
1214,"{'STN', 'BUD'}",150.0,STN,BUD,London,Budapest,1823801,78180
1215,"{'STN', 'BZG'}",130.0,STN,BZG,London,Bydgoszcz,1585361,67500
1216,"{'STN', 'CGN'}",77.5,STN,CGN,London,Cologne,598095,17760
1217,"{'STN', 'CIA'}",152.5,STN,CIA,London,Rome,1914732,79080
1218,"{'STN', 'CMF'}",110.0,STN,CMF,London,Annecy,1097122,29700
1219,"{'STN', 'CTA'}",202.5,STN,CTA,London,Catania,2634927,110791
1220,"{'STN', 'EDI'}",80.0,STN,EDI,London,Dunfermline,664753,20580
1223,"{'STN', 'EIN'}",65.0,STN,EIN,London,Eindhoven,621063,16020
1224,"{'STN', 'FAO'}",170.0,STN,FAO,London,Faro,2850963,103348
1225,"{'STN', 'GDN'}",135.0,STN,GDN,London,Gdańsk,1800173,76830
1227,"{'STN', 'GNB'}",110.0,STN,GNB,London,Grenoble,1063357,23460
1230,"{'STN', 'GOA'}",130.0,STN,GOA,London,Genoa,1659653,49080
1231,"{'STN', 'GOT'}",112.5,STN,GOT,London,Gothenburg,1874870,72960
1233,"{'STN', 'GVA'}",107.5,STN,GVA,London,Geneva,1034008,24420
1236,"{'STN', 'KRK'}",145.0,STN,KRK,London,Kraków,1963252,75240
1237,"{'STN', 'KTW'}",140.0,STN,KTW,London,Katowice,1920927,73860
1238,"{'STN', 'LCJ'}",140.0,STN,LCJ,London,Łódź,1697364,74220
1239,"{'STN', 'LIS'}",165.0,STN,LIS,London,Lisbon,2949226,119580
1241,"{'STN', 'MAD'}",155.0,STN,MAD,London,Madrid,2223544,78360
1244,"{'STN', 'MRS'}",120.0,STN,MRS,London,Marseille,1259661,24370
1245,"{'STN', 'MXP'}",117.5,STN,MXP,London,Novara,1397769,48600
1247,"{'STN', 'NAP'}",155.0,STN,NAP,London,Naples,2126905,84502
1248,"{'STN', 'NUE'}",100.0,STN,NUE,London,Nuremberg,1003145,31020
1249,"{'STN', 'OPO'}",147.5,STN,OPO,London,Porto,2960953,123240
1250,"{'STN', 'OTP'}",195.0,STN,OTP,London,Bucharest,3062127,145260
1254,"{'STN', 'POZ'}",125.0,STN,POZ,London,Poznań,1433787,52740
1255,"{'STN', 'PRG'}",115.0,STN,PRG,London,Prague,1723653,53580
1256,"{'STN', 'PSA'}",132.5,STN,PSA,London,Livorno,1738721,79560
1257,"{'STN', 'RIX'}",155.0,STN,RIX,London,Riga,2454750,115138
1258,"{'STN', 'SCQ'}",130.0,STN,SCQ,London,Santiago de Compostela,2694460,90240
1259,"{'STN', 'SKG'}",190.0,STN,SKG,London,Thessaloníki,3909981,202420
1260,"{'STN', 'SOF'}",180.0,STN,SOF,London,Sofia,2872029,120720
1261,"{'STN', 'SVQ'}",165.0,STN,SVQ,London,Sevilla,2693802,89400
1262,"{'STN', 'SZG'}",120.0,STN,SZG,London,Salzburg,1391550,45720
1264,"{'STN', 'SZY'}",142.5,STN,SZY,London,Szczytno,2028097,86029
1265,"{'STN', 'SZZ'}",115.0,STN,SZZ,London,Szczecin,1389295,52345
1266,"{'STN', 'TIA'}",185.0,STN,TIA,London,Tirana,2742829,159039
1268,"{'STN', 'TRN'}",117.5,STN,TRN,London,Turin,1230015,40743
1269,"{'STN', 'TRS'}",130.0,STN,TRS,London,Trieste,1888660,74040
1270,"{'STN', 'VCE'}",120.0,STN,VCE,London,Venice,2008134,71880
1271,"{'STN', 'VGO'}",130.0,STN,VGO,London,Vigo,2609936,96900
1272,"{'STN', 'VIE'}",135.0,STN,VIE,London,Vienna,1542084,49140
1274,"{'STN', 'VLC'}",155.0,STN,VLC,London,Valencia,1945474,84480
1275,"{'STN', 'VNO'}",175.0,STN,VNO,London,Vilnius,2237738,111943
1277,"{'STN', 'VRN'}",122.5,STN,VRN,London,Verona,2051603,71580
1278,"{'STN', 'WMI'}",135.0,STN,WMI,London,Warsaw,1733982,65760
1279,"{'STN', 'WRO'}",125.0,STN,WRO,London,Wrocław,1539820,67440
1281,"{'STN', 'ZAG'}",135.0,STN,ZAG,London,Bistrica ob Sotli,1909308,85980
1282,"{'STN', 'ZAZ'}",132.5,STN,ZAZ,London,Zaragoza,1917334,73560
1283,"{'OTP', 'STR'}",145.0,OTP,STR,Bucharest,Stuttgart,1885241,90180
1284,"{'SKG', 'STR'}",150.0,SKG,STR,Thessaloníki,Stuttgart,1906513,136829
1286,"{'SVG', 'AMS'}",95.0,SVG,AMS,Sandnes,Amsterdam,1463500,107100
1288,"{'SVG', 'GDN'}",107.5,SVG,GDN,Sandnes,Gdańsk,1865220,122490
1289,"{'SVG', 'OSL'}",50.0,SVG,OSL,Sandnes,Oslo,570203,26640
1292,"{'CEK', 'SVO'}",167.5,CEK,SVO,Chelyabinsk,Moscow,3051899,149400
1294,"{'SVO', 'GRV'}",175.0,SVO,GRV,Moscow,Groznyy,3147441,126600
1297,"{'IJK', 'SVO'}",135.0,IJK,SVO,Izhevsk,Moscow,1514193,60180
1298,"{'SVO', 'KGD'}",168.33333333333334,SVO,KGD,Moscow,Kaliningrad,1635362,71580
1300,"{'KJA', 'SVO'}",317.5,KJA,SVO,Krasnoyarsk,Moscow,6105042,233400
1302,"{'SVO', 'KUF'}",113.75,SVO,KUF,Moscow,Samara,1569205,52860
1304,"{'SVO', 'LED'}",92.5,SVO,LED,Moscow,Saint Petersburg,1334414,14640
1307,"{'SVO', 'MMK'}",158.0,SVO,MMK,Moscow,Murmansk,3482022,114060
1310,"{'SVO', 'MQF'}",152.5,SVO,MQF,Moscow,Magnitogorsk,2461654,171240
1311,"{'SVO', 'NBC'}",118.33333333333331,SVO,NBC,Moscow,Naberezhnyye Chelny,1752803,115860
1314,"{'SVQ', 'BCN'}",100.0,SVQ,BCN,Sevilla,Barcelona,1095006,20040
1315,"{'SVQ', 'BGY'}",160.0,SVQ,BGY,Sevilla,Monza,2155204,107820
1318,"{'SVQ', 'CIA'}",160.0,SVQ,CIA,Sevilla,Rome,2663323,118140
1320,"{'SVQ', 'MAD'}",67.5,SVQ,MAD,Sevilla,Madrid,470255,9420
1321,"{'SVQ', 'MAN'}",180.0,SVQ,MAN,Sevilla,Manchester,3167377,103380
1322,"{'SVQ', 'MXP'}",155.0,SVQ,MXP,Sevilla,Novara,2140708,105660
1326,"{'SVQ', 'PSA'}",150.0,SVQ,PSA,Sevilla,Livorno,2184690,108720
1327,"{'SVQ', 'STN'}",170.0,SVQ,STN,Sevilla,London,2874434,94920
1328,"{'SVQ', 'WAW'}",235.0,SVQ,WAW,Sevilla,Warsaw,3997594,153060
