,dep,arr,time
2230,VKO,UFA,125
2231,VKO,CEK,145
2232,VKO,GRV,195
2233,SCW,VKO,130
2234,GOJ,LED,125
2235,GOJ,SVO,80
2236,GOJ,SVO,85
2237,GOJ,VOG,100
2238,KZN,VKO,105
2239,KZN,SVO,110
2240,KZN,SVO,105
2241,KZN,LED,135
2242,KZN,LED,155
2243,KZN,DME,105
2244,KZN,LED,130
2245,KZN,KUF,50
2246,KZN,BEG,240
2247,NBC,SVO,120
2248,NBC,VKO,110
2249,NBC,LED,145
2250,NBC,SVO,115
2251,CSY,VKO,90
2252,CSY,SVO,100
2253,ULV,VKO,95
2254,ULV,LED,125
2255,REN,SVO,150
2256,REN,SVO,140
2257,REN,LED,175
2258,OSW,SVO,160
2259,PEZ,DME,80
2260,UFA,AER,185
2261,UFA,SVO,145
2262,UFA,SVO,140
2263,UFA,DME,140
2264,UFA,LED,175
2265,UFA,LED,170
2266,UFA,VKO,135
2267,UFA,LED,165
2268,UFA,KJA,205
2269,UFA,SVO,150
2270,UFA,AER,220
2271,KUF,LED,145
2272,KUF,VKO,120
2273,KUF,LED,150
2274,KUF,SVO,115
2275,KUF,SVO,110
