route,time,departure airport,arrival airport,departure city,arrival city,city1,city2
"{'STN', 'SKG'}",190.0,STN,SKG,London,Thessaloniki,London,Thessaloniki
"{'STN', 'SOF'}",180.0,STN,SOF,London,Sofia,London,Sofia
"{'STN', 'SVQ'}",165.0,STN,SVQ,London,Sevilla,London,Seville
"{'STN', 'SZG'}",120.0,STN,SZG,London,Salzburg,London,Salzburg
"{'STN', 'SZY'}",142.5,STN,SZY,London,Olsztyn,London,Olsztyn
"{'STN', 'SZZ'}",115.0,STN,SZZ,London,Goleniow,London,Goleniow
"{'STN', 'TIA'}",185.0,STN,TIA,London,Rinas,London,Rinas
"{'STN', 'TRF'}",120.0,STN,TRF,London,Torp,London,Torp
"{'STN', 'TRN'}",117.5,STN,TRN,London,Caselle Torinese (TO),London,Caselle Torinese
"{'STN', 'TRS'}",130.0,STN,TRS,London,Ronchi dei Legionari (GO),London,Ronchi dei Legionari
"{'STN', 'VCE'}",120.0,STN,VCE,London,Venezia (VE),London,Venezia
"{'STN', 'VGO'}",130.0,STN,VGO,London,Vigo,London,Vigo
"{'STN', 'VIE'}",135.0,STN,VIE,London,Vienna,London,Vienna
"{'STN', 'VLC'}",155.0,STN,VLC,London,Valencia,London,Valencia
